epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
1,0.5426809191703796,0.5587579011917114,0.7987185120582581,0.5425291061401367,0.5444660782814026,0.6007575988769531,0.6598002910614014,0.6478649377822876,0.5947293639183044,0.6325757503509521,9.999999747378752e-05
2,0.5772476196289062,0.6088354587554932,0.7185701131820679,0.5768733620643616,0.579681932926178,0.6026515364646912,0.6758617758750916,0.6371909379959106,0.5905143618583679,0.6696969866752625,9.999999747378752e-05
3,0.5947744250297546,0.6345213055610657,0.6865818500518799,0.5956122875213623,0.5903927087783813,0.6128787994384766,0.6844326853752136,0.6324763298034668,0.5967532396316528,0.696212112903595,9.999999747378752e-05
